333.864380,315.032074,-391.556366,338.221313,308.541504,-386.868286,338.685333,307.913849,-386.664459,339.150757,307.194672,-386.664459,335.673981,307.619354,-406.843597,334.424835,306.210205,-406.843597,333.008087,304.314606,-406.843597,333.803986,300.180847,-309.209259,323.046234,293.740082,-399.098053,327.549225,315.758240,-355.274719,323.769531,314.119690,-380.957214,318.627075,305.071594,-193.026474,276.445618,299.254791,-372.396393,319.551331,356.975586,-134.731262,260.153656,360.450378,-409.901031,325.927155,406.051910,-179.471832,259.691742,426.575867,-468.807739,338.844208,413.612915,-199.956680,265.307770,435.660370,-523.433960,337.656464,414.548523,-228.900467,272.890472,434.959229,-515.280823,331.333099,412.080811,-193.637970,271.425232,432.053253,-468.807739,235.098389,320.211365,54.473419,212.907700,316.155334,-54.320549,185.954544,336.379639,239.499588,169.559570,332.620056,126.374260,144.138199,346.156494,483.891113,125.111816,349.679321,345.287079,137.709671,343.451111,510.388916,117.054924,348.422424,366.485352,140.617203,370.207520,476.553253,122.871826,379.436401,318.789246
332.439209,315.468109,-382.064087,336.638763,308.790710,-377.422028,337.026855,308.093231,-377.220184,337.402527,307.342468,-377.018372,334.309448,307.967773,-398.412323,333.115936,306.500854,-398.412323,331.880188,305.187012,-398.614166,331.756897,299.943726,-300.928467,321.438721,294.601379,-394.981201,326.162109,315.872253,-346.138367,323.075470,314.291779,-373.183594,315.880310,303.364685,-186.793625,274.429077,300.298767,-369.550629,317.504211,357.814209,-131.593124,258.539886,361.407593,-404.063568,323.664795,407.142609,-182.252457,259.127655,425.742798,-459.768616,336.750000,414.214508,-203.848251,263.678040,435.249908,-514.262695,336.549652,414.908752,-232.709930,271.402222,434.401733,-506.996826,328.805115,412.821198,-196.582367,269.703979,431.852875,-460.172272,229.730576,320.730927,55.856438,211.008362,316.500885,-55.705063,183.791977,333.932129,245.021545,167.772598,332.290985,127.152870,138.745132,347.340454,482.777252,124.348465,349.453705,347.954834,136.845840,343.211945,508.207794,116.586456,347.755798,368.743317,134.976486,370.836548,473.896729,122.149261,377.658691,324.340759
331.040161,315.031525,-386.325409,334.856445,308.243134,-381.719147,335.286285,307.586365,-381.719147,335.727814,306.860840,-381.719147,331.918152,307.372589,-402.948029,330.486816,305.916656,-402.948029,329.025513,304.536530,-403.148285,330.392426,299.691223,-306.416718,318.655579,294.319794,-400.945313,325.072296,315.736206,-350.877197,320.551636,313.721283,-377.513428,316.245789,303.088959,-190.959702,273.965424,300.181396,-374.909882,318.668701,356.566437,-137.887527,259.477173,359.836609,-409.156464,322.766663,405.753754,-190.459030,257.060883,426.791626,-461.027008,335.372711,413.144257,-211.487625,262.918915,435.630493,-515.901672,335.105194,413.852844,-240.727386,270.234131,435.041138,-508.291290,327.819885,411.773010,-204.878647,268.690552,432.279480,-461.427551,234.083084,320.531891,56.076263,211.940704,315.986145,-55.875992,184.531937,337.447632,236.721939,167.827087,333.692139,119.162064,139.933823,347.953247,474.244995,121.638382,352.302490,334.655151,138.759659,343.723389,499.078735,117.255737,348.743164,355.483459,134.999252,371.135193,465.032440,118.348930,379.718262,309.220520
329.574066,315.094055,-385.314117,333.104309,308.322601,-381.279388,333.420166,307.678070,-380.875946,333.795410,306.964844,-380.875946,330.137848,307.503937,-402.461609,328.723511,306.023743,-402.461609,327.287811,304.630280,-402.461609,328.616821,299.933716,-306.637390,317.181091,294.549896,-401.049469,323.416107,315.678345,-349.405273,319.141693,313.874207,-376.841248,314.393005,303.481750,-191.446655,273.211029,300.187500,-375.832550,315.084167,356.201630,-136.574677,258.648804,365.753601,-411.136200,322.469849,406.282837,-189.227554,256.729645,428.441010,-467.622040,335.010376,413.380127,-210.611481,262.254303,436.199646,-522.897461,334.589142,413.979004,-240.266541,269.752869,434.541779,-515.231567,327.373657,411.985046,-203.752487,268.255249,431.828369,-468.025513,228.867126,321.083649,55.779766,209.769531,316.915100,-55.578033,182.574692,334.627319,246.116867,166.001984,333.394501,128.303543,138.301437,348.139008,486.181702,122.414185,351.017944,350.212219,136.690491,343.448639,512.407288,114.695663,348.853577,371.192657,138.358856,369.728394,478.515717,120.355255,379.368530,326.003967
329.725861,315.215485,-384.782318,333.638733,308.557281,-380.165741,334.040588,307.901672,-379.764282,334.451080,307.186707,-379.965027,331.126709,307.754669,-400.037140,329.863983,306.479950,-400.037140,328.464417,305.024841,-400.237854,328.902954,300.036163,-304.293152,317.631226,294.716492,-395.420563,323.693756,315.888214,-349.254700,319.839508,314.343719,-375.147705,313.731750,303.579224,-188.978912,271.494324,300.960114,-368.523895,314.138214,357.358704,-136.992142,257.396057,360.666046,-403.047943,320.458282,405.893005,-190.484299,257.363281,426.055054,-456.841187,333.184448,413.240326,-211.560028,263.122955,434.771881,-510.634460,332.874756,413.889130,-240.263123,269.632965,433.544678,-503.007019,325.476379,411.831970,-204.835861,267.944061,431.738007,-457.242615,232.072083,320.536224,54.897217,210.743317,316.558289,-54.696495,182.155121,337.516937,230.427811,166.258621,333.864990,115.314270,136.590393,348.551636,465.271484,119.583130,352.794678,327.777527,135.167419,344.307373,489.759460,114.642448,349.234802,347.648895,132.587234,372.368011,454.833984,116.457748,380.234711,298.672974
325.228058,316.169495,-381.206482,329.123169,309.604950,-376.398834,330.034149,308.815033,-376.599152,330.419556,308.160706,-376.599152,326.667755,308.614136,-398.033264,325.368835,307.227325,-398.033264,323.600525,305.633911,-398.433899,324.191498,301.128815,-302.681549,314.057861,295.277557,-398.433899,319.810913,316.208435,-345.349457,315.393890,314.403748,-373.193726,311.546997,303.554657,-186.897339,271.148682,300.391968,-373.794678,312.508850,357.731201,-131.509216,255.383240,365.893402,-408.049194,319.810425,406.125854,-182.290024,253.785034,428.359253,-463.136841,332.563171,413.033112,-202.822678,259.167480,436.267761,-518.825439,332.358765,414.040833,-232.770325,266.516968,434.578552,-510.412048,325.048676,411.978424,-197.013443,265.263977,432.046143,-463.136841,226.180145,318.783752,57.291149,208.254745,316.827118,-57.090828,179.927979,334.057343,238.779892,164.894028,333.345764,117.186440,135.497467,347.203217,474.755310,118.364105,350.789368,330.325531,134.111816,343.216003,499.594849,114.141724,348.235016,351.559326,131.726563,371.020355,467.543854,115.718842,379.543304,306.086975
329.272614,313.439514,-378.200043,333.381561,306.190063,-372.991791,333.770142,305.441620,-372.991791,334.109467,304.656128,-372.991791,331.228729,305.457642,-394.025146,329.727570,304.298157,-394.225464,328.353302,303.084381,-394.225464,327.790161,297.815063,-297.071320,317.181946,293.014465,-391.421021,323.005249,314.257996,-342.543457,319.870605,312.447723,-369.386047,311.781097,303.336975,-182.689850,270.384338,299.806335,-367.382874,312.677338,355.404327,-126.600868,254.927353,366.239136,-400.635620,319.018494,405.641724,-176.680313,253.680237,426.016235,-453.920166,331.183136,411.875549,-197.513367,259.962769,434.761047,-508.005981,330.683258,412.644012,-227.160400,267.448761,433.730103,-500.393890,323.369141,411.270935,-191.503830,265.704742,431.280029,-453.920166,224.589767,317.945068,56.139069,204.331253,315.349091,-55.938751,175.630341,333.439392,233.971207,163.253204,332.338867,120.391014,135.820480,342.907532,466.740509,117.983154,349.713165,335.332031,128.397125,342.807861,491.579926,113.283691,347.734619,356.766052,131.644043,369.158936,457.125275,115.623665,378.152924,310.893250
325.711914,312.801788,-391.383484,330.609100,305.623047,-387.340240,331.233246,304.983459,-387.340240,331.851013,304.313171,-387.138092,327.716339,304.451965,-407.556366,326.317535,303.021210,-407.556366,324.678162,301.318237,-407.354187,326.689453,297.318237,-311.529907,314.348938,290.404266,-402.300171,319.705933,313.600739,-355.398834,315.707062,311.225037,-381.679749,311.596191,303.165375,-197.915512,269.080170,297.843903,-374.199799,312.045349,355.405151,-142.220184,253.047928,360.784668,-410.386597,317.872101,405.164185,-190.536636,254.245697,424.740051,-466.183014,331.296051,410.678284,-212.268936,261.060028,434.030792,-519.957764,331.395386,411.659851,-240.167145,268.193909,433.009949,-512.680054,323.248169,410.462006,-204.182495,265.934723,430.427094,-466.587311,223.236969,320.716980,52.561829,201.859161,314.890472,-52.410210,178.140793,333.335876,246.636292,161.038940,331.148102,135.346710,137.784119,344.922943,490.038025,117.949318,348.543518,363.889587,131.083282,341.849701,515.914612,109.870346,347.074829,385.722961,134.162735,368.521912,481.951569,115.931999,378.999878,341.651886
326.559265,311.940338,-386.172119,331.516571,304.999207,-381.112244,332.334808,304.316223,-380.909821,332.875793,303.667236,-381.112244,329.083832,303.966675,-401.554230,327.808167,302.436768,-401.351868,326.141724,301.073822,-401.554230,327.263947,296.848114,-304.606415,316.175964,290.871552,-396.696747,320.876282,312.441711,-350.145569,316.717834,310.386780,-376.052307,312.705811,300.433014,-189.746521,271.528625,296.584167,-370.790009,313.522400,354.673889,-137.831863,254.522003,359.595978,-409.245300,317.571655,404.017487,-188.734543,254.231293,424.419556,-464.297119,331.729614,410.231659,-209.682556,260.766327,433.480042,-517.729736,331.324280,410.658264,-237.006058,269.258698,431.544861,-510.038696,322.846558,408.967560,-202.193893,267.626160,429.277924,-464.701874,226.042633,319.457123,54.545799,204.699432,312.904602,-54.394005,180.775925,332.604370,236.601257,162.413513,330.431274,123.056946,137.100433,341.493042,480.893616,117.686752,347.864990,342.049744,136.503433,339.241028,506.800354,108.189766,346.677521,363.301331,133.375427,368.738403,474.012115,114.817245,377.231812,315.131042
325.346527,310.472687,-398.284821,330.257751,303.314453,-393.028259,330.826080,302.634460,-393.028259,331.352814,301.945465,-393.230408,327.481049,302.370422,-414.054443,326.077118,300.847321,-413.852264,324.528687,299.320435,-414.054443,325.638733,294.733643,-315.797394,313.919891,288.583954,-408.393555,319.187347,311.077515,-361.691132,315.582275,308.863892,-387.973877,312.020172,299.403198,-198.738052,267.683472,297.365936,-379.684692,313.653778,353.169128,-142.432312,252.805389,358.059265,-414.863159,317.663544,402.612885,-190.145615,253.501678,422.974976,-468.237366,331.309784,409.423218,-210.868546,258.929535,432.261993,-521.611572,330.820038,410.110931,-239.375229,266.741882,430.451813,-515.141968,322.889679,408.335602,-204.095688,264.621460,428.286682,-469.046051,226.125519,318.140198,55.092693,204.031998,311.723206,-54.839977,177.926132,331.676483,236.949127,161.578323,329.711792,122.416977,136.840805,340.338684,478.750458,118.087494,346.337280,340.462738,136.572327,338.060852,504.224518,109.041519,345.251404,361.488922,133.017059,367.894531,471.067810,116.100250,377.505951,313.371277
